Upload	Ul_time	Ul_SINR(db)	Ul_tbSize	Download	Dl_Time	DL_SINR(db)	DL_tbsize
UL	12,3608	39,6189	2126	DL	12,3428	39,171	2126
UL	12,3708	40,5947	2126	DL	12,3528	38,8641	2126
UL	12,3708	40,2025	2126	DL	12,3528	40,0431	2126
UL	12,3808	40,3734	2126	DL	12,3628	40,3687	2126
UL	12,3808	40,5299	2126	DL	12,3628	40,4575	2126
UL	12,3908	39,9371	2126	DL	12,3728	40,6204	2126
UL	12,3908	39,0601	2126	DL	12,3728	40,7079	2126
UL	12,4008	38,9109	2126	DL	12,3828	39,793	2126
UL	12,4008	38,3802	2126	DL	12,3828	38,843	2126
UL	12,4108	37,2139	2126	DL	12,3928	38,7425	2126
UL	12,4108	36,1995	2126	DL	12,3928	38,0528	2126
UL	12,4208	35,906	2126	DL	12,4028	37,089	2126
UL	12,4208	36,2611	2126	DL	12,4028	36,1251	2126
UL	12,4308	37,0359	2126	DL	12,4128	35,9676	2126
UL	12,4308	36,682	2126	DL	12,4128	36,7207	2126
UL	12,4408	37,3947	2126	DL	12,4228	37,0071	2126
UL	12,4408	37,8293	2126	DL	12,4228	36,6852	2126
UL	12,4508	38,5835	2126	DL	12,4328	37,5119	2126
UL	12,4508	38,81	2126	DL	12,4328	38,3364	2126
UL	12,4608	38,3658	2126	DL	12,4428	38,7249	2126
UL	12,4608	37,7152	2126	DL	12,4428	38,7794	2126
UL	12,4708	38,3074	2126	DL	12,4528	37,9804	2126
UL	12,4708	37,8487	2126	DL	12,4528	37,9878	2126
UL	12,4808	38,2809	2126	DL	12,4628	38,2023	2126
UL	12,4808	37,595	2126	DL	12,4628	37,846	2126
UL	12,4908	37,8555	2126	DL	12,4728	38,2377	2126
UL	12,4908	38,0452	2126	DL	12,4728	37,7941	2126
UL	12,5008	38,3524	2126	DL	12,4828	38,0656	2126
UL	12,5008	38,7164	2126	DL	12,4828	38,3336	2126
UL	12,5108	39,0809	2126	DL	12,4928	38,529	2126
UL	12,5108	39,4757	2126	DL	12,4928	38,9535	2126
UL	12,5208	36,3408	2126	DL	12,5028	37,1393	2126
UL	12,5208	39,3536	2126	DL	12,5028	39,0812	2126
UL	12,5308	30,429	2126	DL	12,5128	29,3915	2126
UL	12,5308	35,6041	2126	DL	12,5128	36,3662	2126
UL	12,5408	40,2004	2126	DL	12,5228	39,3418	2126
UL	12,5408	35,7794	2126	DL	12,5228	36,1705	2126
UL	12,5508	40,0422	2126	DL	12,5328	39,1474	2126
UL	12,5508	35,9791	2126	DL	12,5328	35,5991	2126
UL	12,5608	40,1426	2126	DL	12,5428	39,7871	2126
UL	12,5608	35,359	2126	DL	12,5428	35,7066	2126
UL	12,5708	40,5719	2126	DL	12,5528	39,921	2126
UL	12,5708	35,6934	2126	DL	12,5528	35,8035	2126
UL	12,5808	41,3103	2126	DL	12,5628	40,229	2126
UL	12,5808	35,6132	2126	DL	12,5628	35,2629	2126
UL	12,5908	41,7342	2126	DL	12,5728	40,4846	2126
UL	12,5908	35,7862	2126	DL	12,5728	35,6742	2126
UL	12,6008	40,8992	2126	DL	12,5828	41,4718	2126
UL	12,6008	40,6681	2126	DL	12,5828	40,217	2126
UL	12,6108	43,9047	2126	DL	12,5928	43,3642	2126
UL	12,6108	37,2445	2126	DL	12,5928	35,3313	2126
UL	12,6208	40,4213	2126	DL	12,6028	42,0259	2126
UL	12,6208	37,0595	2126	DL	12,6028	36,1362	2126
UL	12,6308	39,7885	2126	DL	12,6128	40,5061	2126
UL	12,6308	36,8759	2126	DL	12,6128	36,8999	2126
UL	12,6408	39,6662	2126	DL	12,6228	40,3706	2126
UL	12,6408	30,7878	2126	DL	12,6228	30,0726	2126
UL	12,6508	36,1595	2126	DL	12,6328	36,7957	2126
UL	12,6508	39,51	2126	DL	12,6328	39,7282	2126
UL	12,6608	36,8663	2126	DL	12,6428	36,725	2126
UL	12,6608	39,8805	2126	DL	12,6428	39,7372	2126
UL	12,6708	37,1993	2126	DL	12,6528	36,3008	2126
UL	12,6708	39,6201	2126	DL	12,6528	39,8571	2126
UL	12,6808	38,063	2126	DL	12,6628	36,9767	2126
UL	12,6808	39,6039	2126	DL	12,6628	39,8341	2126
UL	12,6908	38,5435	2126	DL	12,6728	37,5089	2126
UL	12,6908	38,8802	2126	DL	12,6728	39,7926	2126
UL	12,7008	39,1157	2126	DL	12,6828	38,1483	2126
UL	12,7008	39,1198	2126	DL	12,6828	39,5898	2126
UL	12,7108	38,8924	2126	DL	12,6928	38,5965	2126
UL	12,7108	38,7917	2126	DL	12,6928	38,6867	2126
UL	12,7208	38,6216	2126	DL	12,7028	39,0548	2126
UL	12,7208	38,0656	2126	DL	12,7028	39,0144	2126
UL	12,7308	38,0902	2126	DL	12,7128	39,1421	2126
UL	12,7308	38,0306	2126	DL	12,7128	38,6297	2126
UL	12,7408	38,8147	2126	DL	12,7228	38,3432	2126
UL	12,7408	38,2504	2126	DL	12,7228	38,3749	2126
UL	12,7508	30,9058	2126	DL	12,7328	30,2336	2126
UL	12,7508	38,721	2126	DL	12,7328	38,0572	2126
UL	12,7608	38,492	2126	DL	12,7428	37,89	2126
UL	12,7608	39,1219	2126	DL	12,7428	39,3213	2126
UL	12,7708	37,7344	2126	DL	12,7528	38,2582	2126
UL	12,7708	39,4743	2126	DL	12,7528	38,7182	2126
UL	12,7808	37,8988	2126	DL	12,7628	38,3258	2126
UL	12,7808	39,1031	2126	DL	12,7628	39,1093	2126
UL	12,7908	38,3111	2126	DL	12,7728	37,8338	2126
UL	12,7908	38,9261	2126	DL	12,7728	39,1972	2126
UL	12,8008	37,8196	2126	DL	12,7828	38,1602	2126
UL	12,8008	39,7774	2126	DL	12,7828	39,0961	2126
UL	12,8108	38,291	2126	DL	12,7928	38,3045	2126
UL	12,8108	39,2037	2126	DL	12,7928	39,1432	2126
UL	12,8208	38,562	2126	DL	12,8028	37,833	2126
UL	12,8208	39,5036	2126	DL	12,8028	39,6255	2126
UL	12,8308	38,4033	2126	DL	12,8128	38,2494	2126
UL	12,8308	39,4994	2126	DL	12,8128	39,0184	2126
UL	12,8408	38,1289	2126	DL	12,8228	38,6304	2126
UL	12,8408	39,4563	2126	DL	12,8228	39,3152	2126
UL	12,8508	37,6303	2126	DL	12,8328	38,1427	2126
UL	12,8508	31,1226	2126	DL	12,8328	30,8249	2126
UL	12,8608	39,5109	2126	DL	12,8428	39,7605	2126
UL	12,8608	37,8012	2126	DL	12,8428	38,1344	2126
UL	12,8708	39,4742	2126	DL	12,8528	39,3347	2126
UL	12,8708	37,569	2126	DL	12,8528	37,5509	2126
UL	12,8808	39,8034	2126	DL	12,8628	39,2474	2126
UL	12,8808	38,0282	2126	DL	12,8628	37,3164	2126
UL	12,8908	39,7598	2126	DL	12,8728	39,3505	2126
UL	12,8908	37,833	2126	DL	12,8728	37,5207	2126
UL	12,9008	39,86	2126	DL	12,8828	39,9123	2126
UL	12,9008	37,4324	2126	DL	12,8828	37,8435	2126
UL	12,9108	40,1751	2126	DL	12,8928	39,4658	2126
UL	12,9108	37,3873	2126	DL	12,8928	37,8151	2126
UL	12,9208	40,8823	2126	DL	12,9028	39,9099	2126
UL	12,9208	36,5194	2126	DL	12,9028	37,2236	2126
UL	12,9308	41,2713	2126	DL	12,9128	40,5489	2126
UL	12,9308	36,2408	2126	DL	12,9128	36,9921	2126
UL	12,9408	40,9857	2126	DL	12,9228	40,8959	2126
UL	12,9408	36,2475	2126	DL	12,9228	36,1327	2126
UL	12,9508	41,1445	2126	DL	12,9328	41,3519	2126
UL	12,9508	36,4742	2126	DL	12,9328	36,3039	2126
UL	12,9608	30,691	2126	DL	12,9428	31,0563	2126
UL	12,9608	41,1478	2126	DL	12,9428	40,9698	2126
UL	12,9708	36,8762	2126	DL	12,9528	35,8492	2126
UL	12,9708	40,4417	2126	DL	12,9528	40,8035	2126
UL	12,9808	36,3265	2126	DL	12,9628	35,9683	2126
UL	12,9808	40,9403	2126	DL	12,9628	40,9025	2126
UL	12,9908	36,1967	2126	DL	12,9728	36,9082	2126
UL	12,9908	40,7061	2126	DL	12,9728	40,4797	2126
UL	13,0008	36,0654	2126	DL	12,9828	36,0299	2126
UL	13,0008	41,1453	2126	DL	12,9828	40,935	2126
UL	13,0108	36,7456	2126	DL	12,9928	36,1725	2126
UL	13,0108	40,5501	2126	DL	12,9928	41,0187	2126
UL	13,0208	36,368	2126	DL	13,0028	36,2986	2126
UL	13,0208	40,8967	2126	DL	13,0028	40,8915	2126
UL	13,0308	36,2934	2126	DL	13,0128	36,5212	2126
UL	13,0308	40,5823	2126	DL	13,0128	40,4105	2126
UL	13,0408	36,9193	2126	DL	13,0228	36,7755	2126
UL	13,0408	40,3931	2126	DL	13,0228	40,7741	2126
UL	13,0508	37,8504	2126	DL	13,0328	36,5541	2126
UL	13,0508	41,511	2126	DL	13,0328	40,604	2126
UL	13,0608	37,581	2126	DL	13,0428	36,9536	2126
UL	13,0608	30,3105	2126	DL	13,0428	31,4703	2126
UL	13,0708	41,3304	2126	DL	13,0528	40,6988	2126
UL	13,0708	38,3345	2126	DL	13,0528	37,7296	2126
UL	13,0808	41,3362	2126	DL	13,0628	41,6332	2126
UL	13,0808	38,5254	2126	DL	13,0628	37,7615	2126
UL	13,0908	41,5183	2126	DL	13,0728	40,6823	2126
UL	13,0908	38,6859	2126	DL	13,0728	38,2629	2126
UL	13,1008	40,912	2126	DL	13,0828	41,2635	2126
UL	13,1008	39,1435	2126	DL	13,0828	38,5046	2126
UL	13,1108	41,4632	2126	DL	13,0928	41,3409	2126
UL	13,1108	39,8415	2126	DL	13,0928	38,7067	2126
UL	13,1208	41,2562	2126	DL	13,1028	40,9138	2126
UL	13,1208	38,5875	2126	DL	13,1028	39,4511	2126
UL	13,1308	41,4268	2126	DL	13,1128	41,1629	2126
UL	13,1308	38,7304	2126	DL	13,1128	39,6083	2126
UL	13,1408	40,954	2126	DL	13,1228	41,1378	2126
UL	13,1408	39,0222	2126	DL	13,1228	37,7675	2126
UL	13,1508	40,612	2126	DL	13,1328	41,3517	2126
UL	13,1508	38,804	2126	DL	13,1328	38,6674	2126
UL	13,1608	40,3356	2126	DL	13,1428	40,7708	2126
UL	13,1608	38,5299	2126	DL	13,1428	38,8613	2126
UL	13,1708	30,208	2126	DL	13,1528	30,5131	2126
UL	13,1708	40,5466	2126	DL	13,1528	40,5483	2126
UL	13,1808	38,9825	2126	DL	13,1628	38,4695	2126
UL	13,1808	40,5355	2126	DL	13,1628	40,7733	2126
UL	13,1908	38,8764	2126	DL	13,1728	39,0473	2126
UL	13,1908	40,6711	2126	DL	13,1728	40,4799	2126
UL	13,2008	38,503	2126	DL	13,1828	39,0521	2126
UL	13,2008	41,1319	2126	DL	13,1828	40,8394	2126
UL	13,2108	39,2765	2126	DL	13,1928	39,0792	2126
UL	13,2108	41,5591	2126	DL	13,1928	40,8791	2126
UL	13,2208	39,5073	2126	DL	13,2028	38,686	2126
UL	13,2208	41,3466	2126	DL	13,2028	41,3513	2126
UL	13,2308	38,5103	2126	DL	13,2128	39,5101	2126
UL	13,2308	42,0692	2126	DL	13,2128	41,6867	2126
UL	13,2408	38,3334	2126	DL	13,2228	39,236	2126
UL	13,2408	42,2236	2126	DL	13,2228	41,2028	2126
UL	13,2508	38,6464	2126	DL	13,2328	38,6448	2126
UL	13,2508	43,2067	2126	DL	13,2328	42,3051	2126
UL	13,2608	38,7878	2126	DL	13,2428	38,5957	2126
UL	13,2608	42,8359	2126	DL	13,2428	42,5236	2126
UL	13,2708	38,6318	2126	DL	13,2528	38,8719	2126
UL	13,2708	29,8564	2126	DL	13,2528	30,1912	2126
UL	13,2808	42,6935	2126	DL	13,2628	43,0028	2126
UL	13,2808	38,2447	2126	DL	13,2628	38,9417	2126
UL	13,2908	42,1828	2126	DL	13,2728	42,9478	2126
UL	13,2908	38,4628	2126	DL	13,2728	38,5427	2126
UL	13,3008	41,6118	2126	DL	13,2828	42,5366	2126
UL	13,3008	38,428	2126	DL	13,2828	38,0119	2126
UL	13,3108	41,8022	2126	DL	13,2928	42,1718	2126
UL	13,3108	37,8379	2126	DL	13,2928	38,5236	2126
UL	13,3208	42,1502	2126	DL	13,3028	41,5445	2126
UL	13,3208	37,0182	2126	DL	13,3028	38,2933	2126
UL	13,3308	42,1917	2126	DL	13,3128	41,8378	2126
UL	13,3308	36,6187	2126	DL	13,3128	37,7459	2126
UL	13,3408	42,4787	2126	DL	13,3228	42,1568	2126
UL	13,3408	37,2511	2126	DL	13,3228	36,9935	2126
UL	13,3508	42,1486	2126	DL	13,3328	42,0975	2126
UL	13,3508	37,6126	2126	DL	13,3328	36,9321	2126
UL	13,3608	42,3225	2126	DL	13,3428	42,7487	2126
UL	13,3608	37,7495	2126	DL	13,3428	37,1342	2126
UL	13,3708	42,4205	2126	DL	13,3528	42,088	2126
UL	13,3708	37,5898	2126	DL	13,3528	37,9332	2126
UL	13,3808	30,0211	2126	DL	13,3628	30,3418	2126
UL	13,3808	43,7832	2126	DL	13,3628	42,1089	2126
UL	13,3908	37,4821	2126	DL	13,3728	37,6202	2126
UL	13,3908	44,3618	2126	DL	13,3728	42,8052	2126
UL	13,4008	36,8536	2126	DL	13,3828	37,4311	2126
UL	13,4008	44,525	2126	DL	13,3828	44,3525	2126
UL	13,4108	36,775	2126	DL	13,3928	37,1854	2126
UL	13,4108	44,9058	2126	DL	13,3928	44,2513	2126
UL	13,4208	36,3922	2126	DL	13,4028	36,71	2126
UL	13,4208	44,9399	2126	DL	13,4028	44,621	2126
UL	13,4308	35,5281	2126	DL	13,4128	36,8512	2126
UL	13,4308	44,5364	2126	DL	13,4128	45,0667	2126
UL	13,4408	35,2911	2126	DL	13,4228	36,0413	2126
UL	13,4408	44,672	2126	DL	13,4228	44,8668	2126
UL	13,4508	36,2597	2126	DL	13,4328	35,4358	2126
UL	13,4508	45,0067	2126	DL	13,4328	44,8343	2126
UL	13,4608	36,5807	2126	DL	13,4428	35,5884	2126
UL	13,4608	44,7339	2126	DL	13,4428	44,7642	2126
UL	13,4708	36,7431	2126	DL	13,4528	36,7313	2126
UL	13,4708	43,935	2126	DL	13,4528	45,1375	2126
UL	13,4808	36,4447	2126	DL	13,4628	36,7331	2126
UL	13,4808	29,9921	2126	DL	13,4628	29,9445	2126
UL	13,4908	43,7203	2126	DL	13,4728	44,5128	2126
UL	13,4908	36,0875	2126	DL	13,4728	36,8112	2126
UL	13,5008	43,0145	2126	DL	13,4828	43,9478	2126
UL	13,5008	36,2289	2126	DL	13,4828	36,4131	2126
UL	13,5108	42,479	2126	DL	13,4928	43,7971	2126
UL	13,5108	35,8675	2126	DL	13,4928	35,888	2126
UL	13,5208	42,4397	2126	DL	13,5028	42,847	2126
UL	13,5208	35,3543	2126	DL	13,5028	36,2412	2126
UL	13,5308	43,2263	2126	DL	13,5128	42,4743	2126
UL	13,5308	36,068	2126	DL	13,5128	35,5421	2126
UL	13,5408	42,3923	2126	DL	13,5228	42,6975	2126
UL	13,5408	36,404	2126	DL	13,5228	35,8129	2126
UL	13,5508	42,4767	2126	DL	13,5328	43,0816	2126
UL	13,5508	36,6848	2126	DL	13,5328	36,3059	2126
UL	13,5608	42,4564	2126	DL	13,5428	42,6471	2126
UL	13,5608	36,8918	2126	DL	13,5428	36,5914	2126
UL	13,5708	42,966	2126	DL	13,5528	42,2724	2126
UL	13,5708	37,3945	2126	DL	13,5528	36,5835	2126
UL	13,5808	42,9425	2126	DL	13,5628	42,6441	2126
UL	13,5808	36,6336	2126	DL	13,5628	36,905	2126
UL	13,5908	29,5425	2126	DL	13,5728	30,2982	2126
UL	13,5908	42,8036	2126	DL	13,5728	42,9555	2126
UL	13,6008	36,5741	2126	DL	13,5828	37,0748	2126
UL	13,6008	42,8129	2126	DL	13,5828	43,0848	2126
UL	13,6108	36,7066	2126	DL	13,5928	36,6614	2126
UL	13,6108	42,2279	2126	DL	13,5928	42,7134	2126
UL	13,6208	36,7659	2126	DL	13,6028	36,5382	2126
UL	13,6208	41,9898	2126	DL	13,6028	42,8386	2126
UL	13,6308	36,1603	2126	DL	13,6128	36,7323	2126
UL	13,6308	42,4117	2126	DL	13,6128	42,1539	2126
UL	13,6408	36,839	2126	DL	13,6228	36,7518	2126
UL	13,6408	41,957	2126	DL	13,6228	42,0274	2126
UL	13,6508	37,2184	2126	DL	13,6328	36,2635	2126
UL	13,6508	42,3236	2126	DL	13,6328	42,189	2126
UL	13,6608	36,9334	2126	DL	13,6428	36,8776	2126
UL	13,6608	41,5755	2126	DL	13,6428	41,187	2126
UL	13,6708	44,0227	2126	DL	13,6528	43,8234	2126
UL	13,6708	42,088	2126	DL	13,6528	42,3079	2126
UL	13,6808	36,6215	2126	DL	13,6628	37,2876	2126
UL	13,6808	41,9582	2126	DL	13,6628	42,4065	2126
UL	13,6908	36,9893	2126	DL	13,6728	36,7136	2126
UL	13,6908	42,1912	2126	DL	13,6728	42,2492	2126
UL	13,7008	36,3827	2126	DL	13,6828	36,8382	2126
UL	13,7008	29,1925	2126	DL	13,6828	29,9068	2126
UL	13,7108	42,3758	2126	DL	13,6928	42,1487	2126
UL	13,7108	36,2334	2126	DL	13,6928	36,8198	2126
UL	13,7208	42,0736	2126	DL	13,7028	42,429	2126
UL	13,7208	36,098	2126	DL	13,7028	36,4152	2126
UL	13,7308	42,9571	2126	DL	13,7128	42,2881	2126
UL	13,7308	36,4039	2126	DL	13,7128	36,3776	2126
UL	13,7408	42,0545	2126	DL	13,7228	42,175	2126
UL	13,7408	35,9452	2126	DL	13,7228	36,2266	2126
UL	13,7508	41,4968	2126	DL	13,7328	42,8845	2126
UL	13,7508	36,5367	2126	DL	13,7328	36,1363	2126
UL	13,7608	41,6319	2126	DL	13,7428	41,9453	2126
UL	13,7608	36,6011	2126	DL	13,7428	35,8722	2126
UL	13,7708	40,4598	2126	DL	13,7528	41,2353	2126
UL	13,7708	37,2273	2126	DL	13,7528	36,3583	2126
UL	13,7808	40,0052	2126	DL	13,7628	41,5516	2126
UL	13,7808	37,1484	2126	DL	13,7628	36,7129	2126
UL	13,7908	40,7577	2126	DL	13,7728	40,2329	2126
UL	13,7908	37,3027	2126	DL	13,7728	37,2224	2126
UL	13,8008	40,4265	2126	DL	13,7828	40,2347	2126
UL	13,8008	37,3816	2126	DL	13,7828	37,0813	2126
UL	13,8108	28,9433	2126	DL	13,7928	29,5172	2126
UL	13,8108	40,3271	2126	DL	13,7928	40,6207	2126
UL	13,8208	37,0105	2126	DL	13,8028	37,562	2126
UL	13,8208	39,6243	2126	DL	13,8028	40,5084	2126
UL	13,8308	37,1416	2126	DL	13,8128	37,1904	2126
UL	13,8308	40,1604	2126	DL	13,8128	40,476	2126
UL	13,8408	37,8218	2126	DL	13,8228	37,1217	2126
UL	13,8408	40,8571	2126	DL	13,8228	39,6041	2126
UL	13,8508	37,0019	2126	DL	13,8328	37,3974	2126
UL	13,8508	40,486	2126	DL	13,8328	40,6344	2126
UL	13,8608	37,465	2126	DL	13,8428	37,3616	2126
UL	13,8608	39,8946	2126	DL	13,8428	40,8336	2126
UL	13,8708	37,5695	2126	DL	13,8528	37,0241	2126
UL	13,8708	40,6729	2126	DL	13,8528	40,4258	2126
UL	13,8808	37,8154	2126	DL	13,8628	37,5411	2126
UL	13,8808	40,0764	2126	DL	13,8628	40,1139	2126
UL	13,8908	37,5007	2126	DL	13,8728	37,3179	2126
UL	13,8908	39,7717	2126	DL	13,8728	40,7307	2126
UL	13,9008	37,796	2126	DL	13,8828	37,6901	2126
UL	13,9008	39,3565	2126	DL	13,8828	40,0559	2126
UL	13,9108	37,4236	2126	DL	13,8928	37,7104	2126
UL	13,9108	28,9985	2126	DL	13,8928	29,3326	2126
UL	13,9208	38,6529	2126	DL	13,9028	39,6569	2126
UL	13,9208	36,0654	2126	DL	13,9028	37,6887	2126
UL	13,9308	38,4071	2126	DL	13,9128	38,9279	2126
UL	13,9308	35,751	2126	DL	13,9128	37,192	2126
UL	13,9408	38,3534	2126	DL	13,9228	38,5313	2126
UL	13,9408	35,1238	2126	DL	13,9228	36,1884	2126
UL	13,9508	38,7983	2126	DL	13,9328	38,3404	2126
UL	13,9508	35,8902	2126	DL	13,9328	35,6277	2126
UL	13,9608	39,5827	2126	DL	13,9428	38,0526	2126
UL	13,9608	36,5774	2126	DL	13,9428	35,2045	2126
UL	13,9708	39,6523	2126	DL	13,9528	39,0526	2126
UL	13,9708	36,8377	2126	DL	13,9528	35,8159	2126
UL	13,9808	40,3525	2126	DL	13,9628	39,6941	2126
UL	13,9808	36,5344	2126	DL	13,9628	36,5371	2126
UL	13,9908	40,2081	2126	DL	13,9728	39,419	2126
UL	13,9908	36,2195	2126	DL	13,9728	36,8102	2126
UL	14,0008	40,6184	2126	DL	13,9828	40,4726	2126
UL	14,0008	36,3851	2126	DL	13,9828	36,5736	2126
UL	14,0108	39,473	2126	DL	13,9928	40,2698	2126
UL	14,0108	36,7265	2126	DL	13,9928	36,3335	2126
UL	14,0208	28,7486	2126	DL	14,0028	28,7567	2126
UL	14,0208	39,1804	2126	DL	14,0028	40,5286	2126
UL	14,0308	37,3247	2126	DL	14,0128	36,4448	2126
UL	14,0308	38,6342	2126	DL	14,0128	38,9965	2126
UL	14,0408	37,168	2126	DL	14,0228	36,9614	2126
UL	14,0408	38,8108	2126	DL	14,0228	38,7909	2126
UL	14,0508	37,5828	2126	DL	14,0328	37,1633	2126
UL	14,0508	38,8227	2126	DL	14,0328	38,3885	2126
UL	14,0608	37,3811	2126	DL	14,0428	37,1606	2126
UL	14,0608	39,0846	2126	DL	14,0428	38,7577	2126
UL	14,0708	37,1941	2126	DL	14,0528	37,5128	2126
UL	14,0708	38,561	2126	DL	14,0528	39,0446	2126
UL	14,0808	36,8738	2126	DL	14,0628	37,6197	2126
UL	14,0808	38,5223	2126	DL	14,0628	38,6612	2126
UL	14,0908	36,6688	2126	DL	14,0728	36,8129	2126
UL	14,0908	38,8547	2126	DL	14,0728	38,6196	2126
UL	14,1008	36,6191	2126	DL	14,0828	36,7929	2126
UL	14,1008	39,4039	2126	DL	14,0828	38,5149	2126
UL	14,1108	37,21	2126	DL	14,0928	36,6936	2126
UL	14,1108	39,3201	2126	DL	14,0928	38,8354	2126
UL	14,1208	37,6138	2126	DL	14,1028	36,9961	2126
UL	14,1208	29,4604	2126	DL	14,1028	29,0189	2126
UL	14,1308	39,6986	2126	DL	14,1128	39,5944	2126
UL	14,1308	36,3869	2126	DL	14,1128	37,6123	2126
UL	14,1408	40,0866	2126	DL	14,1228	39,2829	2126
UL	14,1408	36,1751	2126	DL	14,1228	37,3034	2126
UL	14,1508	40,0371	2126	DL	14,1328	39,7003	2126
UL	14,1508	35,82	2126	DL	14,1328	36,3404	2126
UL	14,1608	40,0458	2126	DL	14,1428	40,0393	2126
UL	14,1608	35,3523	2126	DL	14,1428	35,8217	2126
UL	14,1708	39,9236	2126	DL	14,1528	40,0765	2126
UL	14,1708	34,6692	2126	DL	14,1528	35,891	2126
UL	14,1808	39,3879	2126	DL	14,1628	39,7921	2126
UL	14,1808	34,6572	2126	DL	14,1628	35,1635	2126
UL	14,1908	39,2351	2126	DL	14,1728	39,9966	2126
UL	14,1908	34,6052	2126	DL	14,1728	34,5568	2126
UL	14,2008	39,0958	2126	DL	14,1828	39,0308	2126
UL	14,2008	34,4554	2126	DL	14,1828	34,8858	2126
UL	14,2108	38,3272	2126	DL	14,1928	39,355	2126
UL	14,2108	35,	2126	DL	14,1928	34,4702	2126
UL	14,2208	38,1944	2126	DL	14,2028	39,1808	2126
UL	14,2208	35,6115	2126	DL	14,2028	34,6862	2126
UL	14,2308	29,3103	2126	DL	14,2128	28,827	2126
UL	14,2308	38,893	2126	DL	14,2128	38,3079	2126
UL	14,2408	34,5922	2126	DL	14,2228	35,3635	2126
UL	14,2408	38,9241	2126	DL	14,2228	38,4099	2126
UL	14,2508	35,0993	2126	DL	14,2328	35,1441	2126
UL	14,2508	38,5094	2126	DL	14,2328	38,9378	2126
UL	14,2608	35,7952	2126	DL	14,2428	34,7438	2126
UL	14,2608	39,8045	2126	DL	14,2428	39,0026	2126
UL	14,2708	36,0747	2126	DL	14,2528	35,4725	2126
UL	14,2708	39,4922	2126	DL	14,2528	38,9359	2126
UL	14,2808	35,7096	2126	DL	14,2628	35,7682	2126
UL	14,2808	39,8003	2126	DL	14,2628	40,0967	2126
UL	14,2908	35,3184	2126	DL	14,2728	35,8485	2126
UL	14,2908	40,0889	2126	DL	14,2728	39,3297	2126
UL	14,3008	34,9867	2126	DL	14,2828	35,356	2126
UL	14,3008	39,984	2126	DL	14,2828	39,7241	2126
UL	14,3108	34,654	2126	DL	14,2928	35,3957	2126
UL	14,3108	39,443	2126	DL	14,2928	39,9642	2126
UL	14,3208	35,0677	2126	DL	14,3028	34,9196	2126
UL	14,3208	39,9335	2126	DL	14,3028	40,0976	2126
UL	14,3308	35,9192	2126	DL	14,3128	34,6198	2126
UL	14,3308	28,8567	2126	DL	14,3128	29,3705	2126
UL	14,3408	40,7701	2126	DL	14,3228	39,3703	2126
UL	14,3408	35,8347	2126	DL	14,3228	35,1422	2126
UL	14,3508	41,0469	2126	DL	14,3328	39,7345	2126
UL	14,3508	35,949	2126	DL	14,3328	35,7681	2126
UL	14,3608	41,3074	2126	DL	14,3428	41,0901	2126
UL	14,3608	36,0904	2126	DL	14,3428	35,8017	2126
UL	14,3708	41,1009	2126	DL	14,3528	41,4756	2126
UL	14,3708	35,5314	2126	DL	14,3528	36,0322	2126
UL	14,3808	41,427	2126	DL	14,3628	41,1511	2126
UL	14,3808	36,2688	2126	DL	14,3628	35,9893	2126
UL	14,3908	42,0443	2126	DL	14,3728	41,2972	2126
UL	14,3908	36,6049	2126	DL	14,3728	35,7834	2126
UL	14,4008	42,5552	2126	DL	14,3828	41,6493	2126
UL	14,4008	36,3681	2126	DL	14,3828	36,1441	2126
UL	14,4108	42,4635	2126	DL	14,3928	42,0678	2126
UL	14,4108	37,1788	2126	DL	14,3928	36,3854	2126
UL	14,4208	42,583	2126	DL	14,4028	42,64	2126
UL	14,4208	36,8181	2126	DL	14,4028	36,2479	2126
UL	14,4308	42,8211	2126	DL	14,4128	42,4814	2126
UL	14,4308	37,0899	2126	DL	14,4128	36,8163	2126
UL	14,4408	29,0985	2126	DL	14,4228	28,9439	2126
UL	14,4408	43,2031	2126	DL	14,4228	42,8179	2126
UL	14,4508	37,2077	2126	DL	14,4328	36,6328	2126
UL	14,4508	43,082	2126	DL	14,4328	42,8698	2126
UL	14,4608	37,7275	2126	DL	14,4428	37,1771	2126
UL	14,4608	42,6251	2126	DL	14,4428	43,3316	2126
UL	14,4708	37,8997	2126	DL	14,4528	37,4616	2126
UL	14,4708	43,4143	2126	DL	14,4528	43,0009	2126
UL	14,4808	38,5705	2126	DL	14,4628	37,6441	2126
UL	14,4808	42,9454	2126	DL	14,4628	42,694	2126
UL	14,4908	39,9631	2126	DL	14,4728	37,7986	2126
UL	14,4908	43,0912	2126	DL	14,4728	43,5464	2126
UL	14,5008	40,0883	2126	DL	14,4828	38,747	2126
UL	14,5008	43,3442	2126	DL	14,4828	43,1311	2126
UL	14,5108	40,2654	2126	DL	14,4928	40,1305	2126
UL	14,5108	42,9476	2126	DL	14,4928	43,2417	2126
UL	14,5208	40,2283	2126	DL	14,5028	40,1893	2126
UL	14,5208	42,9415	2126	DL	14,5028	43,1886	2126
UL	14,5308	39,8223	2126	DL	14,5128	40,1332	2126
UL	14,5308	42,7976	2126	DL	14,5128	43,2376	2126
UL	14,5408	39,7995	2126	DL	14,5228	40,1133	2126
UL	14,5408	29,2467	2126	DL	14,5228	29,0083	2126
UL	14,5508	41,9662	2126	DL	14,5328	42,9285	2126
